GEOGRAPHY_LEVEL,DATA_Level,UUID,FY_ENDING,CASSR,GEOGRAPHY_CODE,DH_GEOGRAPHY_NAME,REGION_GO_CODE,GEOGRAPHY_NAME,DimensionGroup,CareType,FinanceType,FinanceDescription,AgeBand,PrimarySupportReason,SupportSetting,Purpose,CarerSupportType,DataType,ActivityProvision,ComparativeTotals,DataSource,ValueType,ITEMVALUE
Local Authority,Gross Current Expenditure,8110115,2022,306,E08000003,Manchester,E12000002,North West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,2032
Local Authority,Gross Current Expenditure,8110115,2022,308,E08000005,Rochdale,E12000002,North West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,534
Local Authority,Gross Current Expenditure,8110115,2022,312,E08000009,Trafford,E12000002,North West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,619
Local Authority,Gross Current Expenditure,8110115,2022,315,E08000011,Knowsley,E12000002,North West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,95
Local Authority,Gross Current Expenditure,8110115,2022,319,E08000015,Wirral,E12000002,North West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,824
Local Authority,Gross Current Expenditure,8110115,2022,326,E06000049,Cheshire East,E12000002,North West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,1264
Local Authority,Gross Current Expenditure,8110115,2022,407,E08000026,Coventry,E12000005,West Midlands,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,743
Local Authority,Gross Current Expenditure,8110115,2022,408,E08000027,Dudley,E12000005,West Midlands,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,1178
Local Authority,Gross Current Expenditure,8110115,2022,412,E08000031,Wolverhampton,E12000005,West Midlands,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,1223
Local Authority,Gross Current Expenditure,8110115,2022,413,E10000028,Staffordshire,E12000005,West Midlands,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,3188
Local Authority,Gross Current Expenditure,8110115,2022,415,E06000019,Herefordshire County of,E12000005,West Midlands,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,738
Local Authority,Gross Current Expenditure,8110115,2022,611,E06000032,Luton,E12000006,East of England,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,828
Local Authority,Gross Current Expenditure,8110115,2022,618,E06000040,Windsor and Maidenhead,E12000008,South East,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,214
Local Authority,Gross Current Expenditure,8110115,2022,711,E09000030,Tower Hamlets,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,970
Local Authority,Gross Current Expenditure,8110115,2022,716,E09000002,Barking and Dagenham,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,652
Local Authority,Gross Current Expenditure,8110115,2022,717,E09000003,Barnet,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,859
Local Authority,Gross Current Expenditure,8110115,2022,718,E09000004,Bexley,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,1172
Local Authority,Gross Current Expenditure,8110115,2022,719,E09000005,Brent,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,1090
Local Authority,Gross Current Expenditure,8110115,2022,720,E09000006,Bromley,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,1304
Local Authority,Gross Current Expenditure,8110115,2022,726,E09000016,Havering,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,1217
Local Authority,Gross Current Expenditure,8110115,2022,813,E06000044,Portsmouth,E12000008,South East,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,126
Local Authority,Gross Current Expenditure,8110115,2022,816,E06000043,Brighton and Hove,E12000008,South East,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,1666
Local Authority,Gross Current Expenditure,8110115,2022,821,E06000035,Medway,E12000008,South East,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,779
Local Authority,Gross Current Expenditure,8110115,2022,912,E10000008,Devon,E12000009,South West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,1596
Region,Gross Current Expenditure,8110115,2022,,,,E12000001,North East,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,6250
Region,Gross Current Expenditure,8110115,2022,,,,E12000002,North West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,19382
Region,Gross Current Expenditure,8110115,2022,,,,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Nursing,,,,,,,,12616
Local Authority,Gross Current Expenditure,8110215,2022,107,E08000021,Newcastle upon Tyne,E12000001,North East,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,885
Local Authority,Gross Current Expenditure,8110215,2022,113,E06000003,Redcar and Cleveland,E12000001,North East,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,579
Local Authority,Gross Current Expenditure,8110215,2022,205,E08000017,Doncaster,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,1659
Local Authority,Gross Current Expenditure,8110215,2022,206,E08000018,Rotherham,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,1208
Local Authority,Gross Current Expenditure,8110215,2022,207,E08000019,Sheffield,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,1932
Local Authority,Gross Current Expenditure,8110215,2022,210,E08000033,Calderdale,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,1248
Local Authority,Gross Current Expenditure,8110215,2022,215,E06000010,Kingston upon Hull City of,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,3380
Local Authority,Gross Current Expenditure,8110215,2022,218,E10000023,North Yorkshire,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,3822
Local Authority,Gross Current Expenditure,8110215,2022,312,E08000009,Trafford,E12000002,North West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,611
Local Authority,Gross Current Expenditure,8110215,2022,313,E08000010,Wigan,E12000002,North West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,749
Local Authority,Gross Current Expenditure,8110215,2022,316,E08000012,Liverpool,E12000002,North West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,4592
Local Authority,Gross Current Expenditure,8110215,2022,327,E06000050,Cheshire West and Chester,E12000002,North West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,635
Local Authority,Gross Current Expenditure,8110215,2022,408,E08000027,Dudley,E12000005,West Midlands,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,1016
Local Authority,Gross Current Expenditure,8110215,2022,414,E06000021,Stoke-on-Trent,E12000005,West Midlands,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,286
Local Authority,Gross Current Expenditure,8110215,2022,503,E10000019,Lincolnshire,E12000004,East Midlands,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,3008
Local Authority,Gross Current Expenditure,8110215,2022,507,E06000015,Derby,E12000004,East Midlands,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,440
Local Authority,Gross Current Expenditure,8110215,2022,607,E10000020,Norfolk,E12000006,East of England,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,4474
Local Authority,Gross Current Expenditure,8110215,2022,619,E06000041,Wokingham,E12000008,South East,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,545
Local Authority,Gross Current Expenditure,8110215,2022,625,E06000055,Bedford,E12000006,East of England,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,4816
Local Authority,Gross Current Expenditure,8110215,2022,705,E09000013,Hammersmith and Fulham,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,135
Local Authority,Gross Current Expenditure,8110215,2022,706,E09000019,Islington,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,876
Local Authority,Gross Current Expenditure,8110215,2022,707,E09000020,Kensington and Chelsea,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,609
Local Authority,Gross Current Expenditure,8110215,2022,708,E09000022,Lambeth,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,1795
Local Authority,Gross Current Expenditure,8110215,2022,710,E09000028,Southwark,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,1981
Local Authority,Gross Current Expenditure,8110215,2022,712,E09000032,Wandsworth,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,242
Local Authority,Gross Current Expenditure,8110215,2022,714,E09000001,City of London,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,10
Local Authority,Gross Current Expenditure,8110215,2022,719,E09000005,Brent,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,536
Local Authority,Gross Current Expenditure,8110215,2022,720,E09000006,Bromley,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,1204
Local Authority,Gross Current Expenditure,8110215,2022,721,E09000008,Croydon,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,4393
Local Authority,Gross Current Expenditure,8110215,2022,725,E09000015,Harrow,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,622
Local Authority,Gross Current Expenditure,8110215,2022,726,E09000016,Havering,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,307
Local Authority,Gross Current Expenditure,8110215,2022,728,E09000018,Hounslow,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,864
Local Authority,Gross Current Expenditure,8110215,2022,738,E06000058,Bournemouth Christchurch and Poole,E12000009,South West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,2484
Local Authority,Gross Current Expenditure,8110215,2022,807,E10000032,West Sussex,E12000008,South East,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,5714
Local Authority,Gross Current Expenditure,8110215,2022,819,E06000030,Swindon,E12000009,South West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,[x]
Local Authority,Gross Current Expenditure,8110215,2022,821,E06000035,Medway,E12000008,South East,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,1502
Local Authority,Gross Current Expenditure,8110215,2022,904,E10000013,Gloucestershire,E12000009,South West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,5599
Local Authority,Gross Current Expenditure,8110215,2022,910,E06000024,North Somerset,E12000009,South West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,1835
Local Authority,Gross Current Expenditure,8110215,2022,912,E10000008,Devon,E12000009,South West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,4571
Local Authority,Gross Current Expenditure,8110215,2022,914,E06000027,Torbay,E12000009,South West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,802
Local Authority,Gross Current Expenditure,8110215,2022,U6Q5Z,E06000062,West Northamptonshire,E12000004,East Midlands,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,2018
Local Authority,Gross Current Expenditure,8110215,2022,Z9D4Z,E06000061,North Northamptonshire,E12000004,East Midlands,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,1859
Region,Gross Current Expenditure,8110215,2022,,,,E12000001,North East,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,10620
Region,Gross Current Expenditure,8110215,2022,,,,E12000002,North West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,28321
Region,Gross Current Expenditure,8110215,2022,,,,E12000005,West Midlands,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,16119
Region,Gross Current Expenditure,8110215,2022,,,,E12000006,East of England,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,29773
Region,Gross Current Expenditure,8110215,2022,,,,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,33199
Region,Gross Current Expenditure,8110215,2022,,,,E12000008,South East,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,51450
Region,Gross Current Expenditure,8110215,2022,,,,E12000009,South West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,33763
Local Authority,Gross Current Expenditure,8110215,2022,104,E06000057,Northumberland,E12000001,North East,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,1688
Local Authority,Gross Current Expenditure,8110215,2022,114,E06000004,Stockton-on-Tees,E12000001,North East,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,508
Local Authority,Gross Current Expenditure,8110215,2022,117,E06000005,Darlington,E12000001,North East,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,209
Local Authority,Gross Current Expenditure,8110215,2022,213,E08000036,Wakefield,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,2113
Local Authority,Gross Current Expenditure,8110215,2022,217,E06000013,North Lincolnshire,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,801
Local Authority,Gross Current Expenditure,8110215,2022,304,E08000001,Bolton,E12000002,North West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,1126
Local Authority,Gross Current Expenditure,8110215,2022,306,E08000003,Manchester,E12000002,North West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,2154
Local Authority,Gross Current Expenditure,8110215,2022,307,E08000004,Oldham,E12000002,North West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,448
Local Authority,Gross Current Expenditure,8110215,2022,308,E08000005,Rochdale,E12000002,North West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,691
Local Authority,Gross Current Expenditure,8110215,2022,310,E08000007,Stockport,E12000002,North West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,1252
Local Authority,Gross Current Expenditure,8110215,2022,324,E06000008,Blackburn with Darwen,E12000002,North West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,1190
Local Authority,Gross Current Expenditure,8110215,2022,325,E06000009,Blackpool,E12000002,North West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,1210
Local Authority,Gross Current Expenditure,8110215,2022,326,E06000049,Cheshire East,E12000002,North West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,801
Local Authority,Gross Current Expenditure,8110215,2022,407,E08000026,Coventry,E12000005,West Midlands,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,411
Local Authority,Gross Current Expenditure,8110215,2022,410,E08000029,Solihull,E12000005,West Midlands,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,495
Local Authority,Gross Current Expenditure,8110215,2022,411,E08000030,Walsall,E12000005,West Midlands,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,198
Local Authority,Gross Current Expenditure,8110215,2022,413,E10000028,Staffordshire,E12000005,West Midlands,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,3224
Local Authority,Gross Current Expenditure,8110215,2022,416,E10000034,Worcestershire,E12000005,West Midlands,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,2282
Local Authority,Gross Current Expenditure,8110215,2022,508,E10000018,Leicestershire,E12000004,East Midlands,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,1952
Local Authority,Gross Current Expenditure,8110215,2022,512,E06000018,Nottingham,E12000004,East Midlands,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,1604
Local Authority,Gross Current Expenditure,8110215,2022,608,E10000025,Oxfordshire,E12000008,South East,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,1464
Local Authority,Gross Current Expenditure,8110215,2022,609,E10000029,Suffolk,E12000006,East of England,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,1971
Local Authority,Gross Current Expenditure,8110215,2022,614,E06000036,Bracknell Forest,E12000008,South East,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,199
Local Authority,Gross Current Expenditure,8110215,2022,620,E10000012,Essex,E12000006,East of England,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,8575
Local Authority,Gross Current Expenditure,8110215,2022,621,E06000033,Southend-on-Sea,E12000006,East of England,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,197
Local Authority,Gross Current Expenditure,8110215,2022,622,E06000034,Thurrock,E12000006,East of England,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,618
Local Authority,Gross Current Expenditure,8110215,2022,702,E09000007,Camden,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,1392
Local Authority,Gross Current Expenditure,8110215,2022,703,E09000011,Greenwich,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,1137
Local Authority,Gross Current Expenditure,8110215,2022,717,E09000003,Barnet,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,1269
Local Authority,Gross Current Expenditure,8110215,2022,722,E09000009,Ealing,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,708
Local Authority,Gross Current Expenditure,8110215,2022,727,E09000017,Hillingdon,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,777
Local Authority,Gross Current Expenditure,8110215,2022,730,E09000024,Merton,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,179
Local Authority,Gross Current Expenditure,8110215,2022,733,E09000027,Richmond upon Thames,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,582
Local Authority,Gross Current Expenditure,8110215,2022,734,E09000029,Sutton,E12000007,London,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,481
Local Authority,Gross Current Expenditure,8110215,2022,817,E06000054,Wiltshire,E12000009,South West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,3028
Local Authority,Gross Current Expenditure,8110215,2022,820,E10000016,Kent,E12000008,South East,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,15708
Local Authority,Gross Current Expenditure,8110215,2022,902,E06000052,Cornwall,E12000009,South West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,5064
Local Authority,Gross Current Expenditure,8110215,2022,906,E06000053,Isles of Scilly,E12000009,South West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,0
Local Authority,Gross Current Expenditure,8110215,2022,908,E06000022,Bath and North East Somerset,E12000009,South West,Expenditure,Long Term Care,9,,18 to 64,Physical Support,Residential,,,,,,,,247
